gid,weekend,hour_8_10,hour_11_13,hour_14_16,hour_17_19,hour_20_22,hour_23_1,hour_2_4,hour_5_7,num_coord,trip_dist,trip_time,trip_aspeed,act_edu,act_health,act_leisure,act_meal,act_errand,act_shop,act_home,act_work,act_meeting,mode
53798,0,1,0,0,0,0,0,0,0,3.761,1.0719260234056,2.8342128443893,2.23001440015921,0,0,0,0,0,0,0,1,0,7
53693,0,1,0,0,0,0,0,0,0,5.118,2.36940226603136,3.46885603013597,2.99071973173045,0,0,0,0,0,0,0,1,0,1
53694,0,0,0,1,0,0,0,0,0,3.332,0.931376369292196,3.07579036572457,1.7227665977411,0,0,0,0,0,0,1,0,0,3
53699,0,1,0,0,0,0,0,0,0,5.088,2.79728133483015,2.82535905027588,4.09600984154116,0,0,0,0,0,0,0,1,0,1
53725,0,0,0,0,1,0,0,0,0,4.654,1.9775472339985,3.91933619872237,2.18605127673809,0,0,0,0,0,0,1,0,0,3
53733,0,1,0,0,0,0,0,0,0,3.85,1.24875494709783,2.17099467260645,3.03013370027132,0,0,0,0,0,0,0,1,0,1
53734,0,0,0,0,1,0,0,0,0,2.565,0.249980205267769,1.97171712309266,1.85629799036563,0,0,0,0,0,0,1,0,0,7
53742,0,1,0,0,0,0,0,0,0,4.277,2.37145795728042,3.86633502450873,2.61739583283408,0,0,0,0,0,0,0,1,0,3
53700,0,0,0,0,1,0,0,0,0,5.521,3.3939377609329,3.10981959959176,4.40549899085902,0,0,0,0,0,0,1,0,0,1
53701,0,1,0,0,0,0,0,0,0,4.007,1.26214736837701,2.71912201506926,2.59525470695687,0,0,0,0,0,0,0,1,0,3
53703,0,0,0,0,0,1,0,0,0,4.875,2.63447542011015,2.52436771866891,4.23988686751276,0,0,0,0,0,0,1,0,0,1
53726,0,1,0,0,0,0,0,0,0,3.045,0.595534351692945,2.08355805719168,2.27212588550934,0,0,0,0,0,0,0,1,0,6
53704,0,0,0,0,0,1,0,0,0,5.106,2.4268360553319,3.24325619359358,3.28091121578765,0,0,1,0,0,0,0,0,0,1
53707,0,1,0,0,0,0,0,0,0,4.779,1.90255518737582,3.01959527381852,2.9391619220656,1,0,0,0,0,0,0,0,0,2
53803,0,0,1,0,0,0,0,0,0,3.912,1.02818982437156,3.67503404729188,1.56861591791385,1,0,0,0,0,0,0,0,0,3
53727,0,1,0,0,0,0,0,0,0,2.485,0.554459660786052,2.7322223530732,1.58923520511658,1,0,0,0,0,0,0,0,0,4
53728,0,1,0,0,0,0,0,0,0,3.807,1.21223854874297,2.68784749378469,2.45958884180371,0,0,0,0,0,0,0,1,0,1
53705,0,1,0,0,0,0,0,0,0,5.68,3.17722014959937,3.94512890732514,3.34286180464919,1,0,0,0,0,0,0,0,0,3
53706,0,0,0,0,0,0,0,0,1,4.663,2.02432515912117,2.9704144655697,3.13983261752775,0,0,0,0,0,0,0,1,0,1
53875,0,1,0,0,0,0,0,0,0,2.89,0.561898893949991,2.49179950604517,1.64865862558738,0,0,0,0,0,0,0,1,0,3
53709,0,1,0,0,0,0,0,0,0,5.063,2.84873924981333,2.67297554781872,4.30271282795416,0,0,0,0,1,0,0,0,0,1
53710,0,1,0,0,0,0,0,0,0,3.135,0.675492245321225,1.68026909319469,2.90690105984738,0,0,1,0,0,0,0,0,0,1
53711,0,1,0,0,0,0,0,0,0,4.691,2.1510642853528,3.29520703807472,2.9338568698359,0,0,1,0,0,0,0,0,0,1
53712,0,1,0,0,0,0,0,0,0,3.091,0.660623988854385,1.15782414829996,3.48737507790321,0,0,0,0,0,1,0,0,0,1
53713,0,1,0,0,0,0,0,0,0,4.234,1.82503304599098,3.48022418886813,2.39789527279837,0,0,0,0,0,0,0,1,0,3
53716,0,1,0,0,0,0,0,0,0,4.997,2.69712406096866,2.79728133483015,4.01457959375324,1,0,0,0,0,0,0,0,0,1
53717,0,0,0,0,0,0,0,0,1,4.143,2.46869257592497,3.67206386118537,2.91777073208428,0,1,0,0,0,0,0,0,0,3
53718,0,0,0,0,0,0,0,0,1,2.773,0.273075920062419,2.27900935646534,1.79175946922806,0,1,0,0,0,0,0,0,0,3
53719,0,1,0,0,0,0,0,0,0,3.784,1.40413427924822,2.05194186797725,3.36729582998647,0,0,0,0,0,0,0,1,0,1
53720,0,0,0,0,0,0,1,0,0,4.754,2.09592985918464,2.63188884013665,3.55534806148941,0,0,0,0,0,0,0,0,1,5
58200,0,0,0,0,1,0,0,0,0,2.773,1.17834725668696,2.61249332420399,2.51769647261099,0,0,1,0,0,0,0,0,0,3
53721,0,1,0,0,0,0,0,0,0,5.545,2.87311256000608,4.25443471128578,2.7408400239252,0,0,0,1,0,0,0,0,0,1
53722,0,1,0,0,0,0,0,0,0,3.497,1.05082162483176,1.73165554515835,3.24259235148552,0,0,0,1,0,0,0,0,0,1
53723,0,0,0,1,0,0,0,0,0,4.575,1.81433602340696,4.90106593366437,1.22377543162212,0,0,0,0,0,0,1,0,0,4
53729,0,1,0,0,0,0,0,0,0,4.963,2.34803635589796,2.82535905027588,3.63495111208838,0,0,0,0,0,0,0,1,0,1
53881,0,0,0,1,0,0,0,0,0,4.094,1.44879956647129,2.76945882923085,2.77258872223978,0,0,0,1,0,0,0,0,0,1
53730,0,0,0,1,0,0,0,0,0,4.477,1.75906408638991,3.7635229971097,2.09186406167839,0,0,0,0,0,0,1,0,0,3
53731,0,1,0,0,0,0,0,0,0,4.575,1.90865322069955,2.84100642835084,3.13983261752775,0,0,0,0,0,0,0,1,0,1
53740,0,0,0,0,0,0,1,0,0,4.927,2.36996332832399,2.97807733831527,3.48124008933569,0,0,0,0,0,0,1,0,0,6
53845,0,0,0,0,0,0,0,0,1,3.091,0.793897083660088,1.91941949238065,2.67414864942653,0,0,0,0,0,0,0,0,1,3
53741,0,0,0,0,1,0,0,0,0,5.394,2.86982885666484,3.48124008933569,3.53805656437935,0,0,1,0,0,0,0,0,0,1
53737,0,0,0,0,1,0,0,0,0,5.638,3.24458255721161,3.32923582226429,4.0342406381524,0,0,1,0,0,0,0,0,0,1
53738,0,1,0,0,0,0,0,0,0,4.654,2.22872324439559,1.5926985884298,4.86753445045558,0,0,0,0,0,0,0,1,0,1
53739,0,0,0,0,1,0,0,0,0,3.526,0.95743267520533,2.36715486364335,2.4423470353692,0,0,0,0,0,0,0,1,0,2
58201,0,0,0,0,1,0,0,0,0,2.708,1.12590314890401,2.5441970485913,2.54944517092557,0,0,0,0,0,0,1,0,0,7
53744,0,0,0,0,0,0,0,0,1,4.625,2.50323760647272,3.28402665850421,3.6609942506244,0,0,0,1,0,0,0,0,0,1
53746,0,1,0,0,0,0,0,0,0,4.454,1.6142264291659,3.33459450899421,2.37954613413017,0,0,0,0,0,0,0,1,0,3
53747,0,0,0,0,0,1,0,0,0,2.89,1.08586471584561,2.89037175789616,2.11625551480255,0,0,0,0,0,0,1,0,0,4
53748,0,0,0,0,1,0,0,0,0,4.875,2.44971115788434,3.59228595120265,2.94968833505258,0,0,0,0,0,0,1,0,0,1
56475,1,0,1,0,0,0,0,0,0,3.332,2.53186974906502,3.76660409252433,2.87919845729804,0,0,1,0,0,0,0,0,0,3
53749,0,0,0,0,0,0,0,0,1,4.796,1.97782401230084,3.29398329735501,2.72785282839839,0,0,0,0,0,0,1,0,0,2
53763,0,1,0,0,0,0,0,0,0,3.932,1.96948715701178,3.59134931201572,2.4423470353692,1,0,0,0,0,0,0,0,0,7
53900,0,0,0,0,0,1,0,0,0,3.807,1.21015366340102,2.51227859658385,2.61739583283408,0,0,0,0,0,0,1,0,0,3
53764,0,1,0,0,0,0,0,0,0,4.5,1.65249740189455,2.7746490982067,2.99071973173045,0,0,0,0,0,1,0,0,0,1
53847,0,0,0,0,0,0,0,0,1,3.045,0.616266136223987,2.50552593699074,1.82454929205105,0,0,0,0,0,0,0,1,0,4
54090,0,0,0,1,0,0,0,0,0,3.091,0.746687947487975,1.39451051589123,3.25424296870549,0,0,0,0,0,0,0,1,0,1
53765,0,0,0,0,0,0,1,0,0,4.927,2.14464390492547,3.07809536397911,3.13549421592915,0,0,1,0,0,0,0,0,0,1
53768,0,0,0,0,1,0,0,0,0,3.989,2.87333862533992,3.54434489088064,3.43398720448515,0,0,0,0,0,0,1,0,0,3
53766,0,1,0,0,0,0,0,0,0,5.663,2.9422787528199,3.23080439573347,4.41400968052693,0,0,0,0,0,0,0,0,1,1
53910,0,0,0,0,0,0,0,0,1,3.664,1.13815346328864,1.90210752639692,3.21084365317094,1,0,0,0,0,0,0,0,0,3
53810,0,0,0,0,0,0,0,0,1,4.331,2.84827580408612,3.85439389259151,3.10009228887823,0,0,0,0,0,0,0,1,0,3
53800,0,0,0,1,0,0,0,0,0,3.714,1.27032218486747,2.56494935746154,2.75366071235426,0,0,0,0,0,0,1,0,0,3
56480,1,0,0,1,0,0,0,0,0,3.664,1.41851950841463,3.48890296208126,2.57261223020711,0,0,0,1,0,0,0,0,0,1
53752,0,1,0,0,0,0,0,0,0,4.977,2.6065341379097,2.83515263887844,3.90600493310258,0,0,0,0,0,0,0,0,1,1
53767,0,1,0,0,0,0,0,0,0,5.142,2.41269431567408,3.9737387964088,2.55722731136763,0,0,0,0,0,0,0,1,0,7
53754,0,0,0,0,0,0,0,0,1,3.871,1.31828315050335,2.24251656652793,3.04927304048202,0,0,0,0,0,0,1,0,0,1
53756,0,0,1,0,0,0,0,0,0,4.575,1.72312367683792,2.78501124223834,2.94968833505258,1,0,0,0,0,0,0,0,0,2
53770,0,1,0,0,0,0,0,0,0,4.779,2.24262275182136,2.9540244701542,3.36384159511839,0,0,0,0,0,0,0,1,0,3
53760,0,1,0,0,0,0,0,0,0,3.738,1.24703229378638,2.22462355152433,2.97552956623647,0,0,0,0,0,0,0,1,0,1
53761,0,0,0,0,0,0,0,0,1,3.689,1.04133622084838,3.5234150143864,1.52605630349505,0,0,0,0,0,0,0,1,0,4
53762,0,1,0,0,0,0,0,0,0,2.89,0.532391401680551,2.3887627892351,1.70474809223843,1,0,0,0,0,0,0,0,0,7
54614,0,1,0,0,0,0,0,0,0,3.526,1.62274892649377,3.25165274438214,2.45958884180371,0,0,0,0,0,1,0,0,0,1
53801,0,0,0,1,0,0,0,0,0,3.497,0.917490012449637,1.95302761682418,2.92852352386054,0,0,0,0,0,0,1,0,0,3
53773,0,1,0,0,0,0,0,0,0,5.226,2.84228967631041,3.39896155072058,3.54673968695281,0,0,1,0,0,0,0,0,0,1
53771,0,0,1,0,0,0,0,0,0,5.17,2.66465545544969,3.04132686111238,3.81109708683819,0,0,0,0,0,0,0,1,0,1
53850,0,0,0,0,1,0,0,0,0,4.443,1.69744878975681,3.57562676591908,2.18605127673809,0,0,0,0,0,1,0,0,0,3
53818,0,0,1,0,0,0,0,0,0,4.89,2.13818203670244,3.31661940518686,2.92316158071916,0,1,0,0,0,0,0,0,0,1
53772,0,0,0,0,1,0,0,0,0,4.691,1.89506788075975,3.36788186513088,2.58776403522771,0,0,0,0,0,0,1,0,0,3
53819,0,0,0,0,1,0,0,0,0,4.575,3.21386328304466,3.78152700134714,3.54961738678043,0,0,0,0,0,0,1,0,0,3
53821,0,0,0,0,0,0,0,0,1,3.497,1.63471571961837,3.35225220547898,2.34180580614733,0,0,0,0,0,0,0,1,0,7
56623,1,0,0,0,1,0,0,0,0,3.045,1.10293626014816,2.56240766856675,2.43361335540045,0,0,0,1,0,0,0,0,0,1
53779,0,0,0,0,0,0,0,0,1,5.894,3.554719292427,4.09489441102754,3.57515068878559,1,0,0,0,0,0,0,0,0,3
53775,0,0,1,0,0,0,0,0,0,5.694,3.23934489670754,3.9658859953183,3.41772668361337,0,0,0,0,0,0,1,0,0,3
53776,0,0,0,0,0,1,0,0,0,2.89,0.547543206701153,2.75893341141678,1.45861502269952,0,0,0,1,0,0,0,0,0,4
53777,0,0,1,0,0,0,0,0,0,2.773,0.501986675098786,1.85112840103489,2.21920348405499,0,0,0,0,0,0,0,1,0,1
53778,0,1,0,0,0,0,0,0,0,2.485,0.53766227771955,3.81147312232267,0.693147180559945,0,1,0,0,0,0,0,0,0,2
53784,0,1,0,0,0,0,0,0,0,4.836,2.1197434009532,2.98482298304596,3.21486780347066,0,0,0,0,0,0,0,1,0,1
53806,0,0,0,0,1,0,0,0,0,4.277,1.57650141218784,2.91685139070054,2.73436750941958,0,0,0,0,0,1,0,0,0,1
53781,0,0,0,0,0,0,0,0,1,5.342,3.06916859162717,4.379736514349,2.81540871942271,1,0,0,0,0,0,0,0,0,3
53782,0,1,0,0,0,0,0,0,0,2.773,0.506215011208307,2.32071966318953,1.7227665977411,1,0,0,0,0,0,0,0,0,3
53780,0,0,0,1,0,0,0,0,0,5.916,3.25982581119715,3.80739555434615,3.56671182013973,0,0,0,0,0,0,1,0,0,1
53783,0,1,0,0,0,0,0,0,0,4.97,2.29020882192599,3.03413534483694,3.41444260841218,0,0,0,0,0,0,0,1,0,1
53785,0,0,0,1,0,0,0,0,0,3.135,0.798407691217438,1.30833281965018,3.37416870927424,0,0,0,0,0,0,1,0,0,5
53823,0,0,1,0,0,0,0,0,0,3.689,1.11350090116186,1.92424865227413,3.05870707271538,0,0,0,1,0,0,0,0,0,1
53786,0,0,0,1,0,0,0,0,0,4.331,1.72151581583945,3.25424296870549,2.484906649788,0,0,0,0,0,0,1,0,0,5
53790,0,1,0,0,0,0,0,0,0,4.736,2.56656343874659,4.07584109065754,4.07584109065754,0,0,0,1,0,0,0,0,0,1
57705,0,1,0,0,0,0,0,0,0,2.485,0.176471143115779,2.38573067408071,1.52605630349505,0,0,0,0,0,0,0,1,0,3
53794,0,0,0,0,0,1,0,0,0,5.247,2.5288437872084,3.6454498961866,2.98061863574394,0,0,0,0,1,0,0,0,0,1
53789,0,1,0,0,0,0,0,0,0,5.858,3.40747761961931,3.81698678809268,3.70622809244855,0,0,0,0,0,0,1,0,0,1
53826,0,0,1,0,0,0,0,0,0,3.296,1.9643112344262,3.50004674570432,2.51769647261099,0,0,0,0,0,0,0,0,1,3
53802,0,1,0,0,0,0,0,0,0,4.71,1.90300264804404,3.71235181029908,2.27212588550934,1,0,0,0,0,0,0,0,0,3
53804,0,0,0,0,0,1,0,0,0,5.434,3.25285204042313,2.9540244701542,4.43319492124828,0,0,0,0,0,1,0,0,0,1
53796,0,0,0,0,0,1,0,0,0,5.283,3.04132686111238,3.07348004217592,4.09100566095659,0,0,0,0,0,0,1,0,0,1
53797,0,0,1,0,0,0,0,0,0,3.332,0.852285401898243,2.41143949790613,2.15176220325946,0,0,0,0,0,1,0,0,0,7
53843,0,0,0,0,0,0,0,0,1,4.29,1.51951320490611,2.86408481948799,2.63905732961526,0,0,0,0,0,0,0,1,0,2
53805,0,1,0,0,0,0,0,0,0,5.485,2.85255450387766,3.48124008933569,3.46885603013597,0,1,0,0,0,0,0,0,0,1
53799,0,0,0,0,0,0,0,0,1,5.407,2.69773046869536,3.61542127080171,3.1904763503465,0,0,0,0,0,0,0,1,0,1
53807,0,0,0,0,0,0,0,0,1,5.38,2.63095315071724,3.68429395677231,3.04452243772342,0,0,0,1,0,0,0,0,0,3
53813,0,0,1,0,0,0,0,0,0,5.298,2.9350263984366,3.29398329735501,3.75419892023458,0,0,0,0,0,0,0,1,0,3
53812,0,1,0,0,0,0,0,0,0,5.485,3.02174109273504,3.46885603013597,3.66356164612965,0,0,0,0,0,0,0,1,0,1
53814,0,0,0,0,1,0,0,0,0,4.344,1.75906408638991,2.75791914825534,3.04927304048202,0,0,0,0,0,0,1,0,0,1
53838,0,0,0,0,1,0,0,0,0,4.644,2.14241634084122,2.54026251408529,3.73289633953071,0,0,0,0,0,0,1,0,0,1
53817,0,0,0,0,0,1,0,0,0,2.639,0.938052223655668,2.86977214642579,1.93152141160321,0,1,0,0,0,0,0,0,0,3
55822,0,0,0,1,0,0,0,0,0,2.773,0.487352267580349,1.3262789287099,2.71469474382088,0,1,0,0,0,0,0,0,0,2
53815,0,0,1,0,0,0,0,0,0,3.401,0.90664435482235,1.94591014905531,2.84490938381941,1,0,0,0,0,0,0,0,0,1
53816,0,1,0,0,0,0,0,0,0,4.673,2.04238847747713,3.29646629750039,2.79728133483015,0,0,0,0,0,1,0,0,0,1
53827,0,0,1,0,0,0,0,0,0,5.521,3.30611717541189,3.1904763503465,4.24420031776648,0,0,0,0,0,0,0,1,0,1
53828,0,0,1,0,0,0,0,0,0,4.06,1.83194125886089,3.33398863196871,2.59525470695687,0,0,0,1,0,0,0,0,0,1
53829,0,0,0,0,1,0,0,0,0,4.317,2.10120303346135,3.87604343409541,2.59525470695687,0,0,0,1,0,0,0,0,0,1
53824,0,0,0,0,0,0,0,0,1,5.74,3.16829806389923,3.73289633953071,3.54385368206368,0,0,0,0,0,0,0,0,1,1
53864,0,0,1,0,0,0,0,0,0,3.807,1.12330490125848,3.66484287628569,1.48160454092422,0,1,0,0,0,0,0,0,0,4
53830,0,0,0,0,0,0,0,0,1,5.529,2.56325561619898,3.77276093809464,2.88480071284671,0,0,0,0,0,0,0,1,0,2
53825,0,1,0,0,0,0,0,0,0,5.153,3.02694020067818,4.75244298158895,2.42480272571829,0,0,0,0,0,0,1,0,0,1
53822,0,0,1,0,0,0,0,0,0,4.382,1.72757644045114,2.94533331597014,2.8094026953625,0,0,0,1,0,0,0,0,0,1
53852,0,0,0,1,0,0,0,0,0,5.293,2.71964933694556,3.28278915061185,3.53805656437935,0,0,0,0,0,0,1,0,0,1
53848,0,0,1,0,0,0,0,0,0,4.654,1.9191260651485,3.37073817417745,2.63905732961526,0,0,0,0,0,1,0,0,0,1
53832,0,0,1,0,0,0,0,0,0,4.615,2.03405183938103,2.99658191250857,3.13549421592915,0,0,0,0,0,1,0,0,0,1
53921,0,1,0,0,0,0,0,0,0,2.708,0.654925967739748,0.968123880514172,3.62167070442049,0,0,0,0,0,0,0,1,0,1
54616,0,1,0,0,0,0,0,0,0,2.565,0.765932850285593,2.99987368605454,1.79175946922806,0,0,1,0,0,0,0,0,0,3
53853,0,1,0,0,0,0,0,0,0,3.85,1.12849466314998,3.55391846867982,1.62924053973028,0,0,0,0,0,0,0,1,0,5
53854,1,0,0,1,0,0,0,0,0,4.304,1.49626921432846,3.25809653802148,2.30258509299405,0,0,0,0,0,0,0,1,0,3
53835,0,0,1,0,0,0,0,0,0,4.025,1.30698055440017,3.09104245335832,2.27212588550934,0,0,0,0,0,0,0,1,0,1
53833,0,0,0,0,0,0,0,0,1,5.03,2.3066767108973,3.27778603674692,3.11794990627824,0,0,0,0,0,0,0,1,0,1
53877,0,0,0,1,0,0,0,0,0,4.382,1.6005989637669,3.26001776819938,2.41591377830105,0,0,0,0,0,0,0,1,0,3
53871,0,0,0,0,0,0,1,0,0,4.836,2.05001273098902,3.68970411398849,2.43361335540045,0,0,0,0,0,0,1,0,0,2
53836,0,0,1,0,0,0,0,0,0,4.745,2.38747756001201,3.09706970745991,3.4626060097908,0,0,0,0,0,0,0,1,0,3
53906,0,1,0,0,0,0,0,0,0,3.761,1.15499262210422,2.85836496176108,2.15176220325946,1,0,0,0,0,0,0,0,0,3
53837,0,0,0,0,1,0,0,0,0,3.611,2.2319480133946,3.51550772783957,2.80336038090653,0,0,0,0,0,0,1,0,0,3
53922,0,0,0,0,1,0,0,0,0,2.89,0.574926549172514,2.34016985332132,1.80828877117927,0,0,0,0,0,0,0,1,0,3
53859,0,1,0,0,0,0,0,0,0,5.278,3.14583190179803,4.14998423075944,3.20274644293832,1,0,0,0,0,0,0,0,0,3
53861,0,1,0,0,0,0,0,0,0,4.7,2.41233595695316,3.14488476895643,3.39114704580865,0,0,0,0,0,0,0,0,1,1
53863,0,0,0,1,0,0,0,0,0,2.944,0.669366651894542,2.84298893628879,1.66770682055808,0,0,0,0,0,0,1,0,0,4
53936,0,1,0,0,0,0,0,0,0,4.06,1.18417817699776,2.90597166634637,2.39789527279837,1,0,0,0,0,0,0,0,0,2
53908,0,0,1,0,0,0,0,0,0,3.045,1.23430800412201,3.09254132948205,2.09186406167839,0,0,0,1,0,0,0,0,0,4
53839,0,0,1,0,0,0,0,0,0,5.743,3.31451322385776,3.47506723022861,3.95699637107088,0,0,0,0,0,0,0,1,0,1
53855,0,0,0,1,0,0,0,0,0,5.707,3.07491307142843,3.84123566770643,3.35340671782581,0,0,1,0,0,0,0,0,0,1
53840,0,1,0,0,0,0,0,0,0,4.984,2.13025347022944,3.79811495232003,2.50959926237837,0,0,0,0,0,0,0,0,1,1
59944,0,0,1,0,0,0,0,0,0,3.296,0.548121408509688,3.15346225431988,1.41098697371026,0,0,0,1,0,0,0,0,0,4
53890,0,0,0,1,0,0,0,0,0,4.754,2.03431341406209,2.99822915375258,3.10458667846607,0,0,0,0,0,0,0,1,0,3
53958,0,0,0,0,0,0,0,0,1,4.205,1.44314717271267,2.70691622506101,2.7408400239252,0,0,0,0,0,0,0,1,0,2
53869,0,1,0,0,0,0,0,0,0,4.89,2.16021475170232,3.58629286533883,2.66025953726586,1,0,0,0,0,0,0,0,0,7
53872,0,0,0,0,0,0,0,0,1,3.332,2.12620584565572,4.17515620495851,2.07944154167984,0,0,0,0,0,0,0,1,0,3
53879,0,0,0,0,0,0,0,0,1,5.765,3.29442846726887,3.92493923069469,3.48737507790321,0,0,0,0,0,0,0,1,0,1
53856,0,0,1,0,0,0,0,0,0,5.46,3.16412392481445,3.33871895928542,3.93378449720966,0,0,0,0,0,0,0,1,0,1
53857,0,1,0,0,0,0,0,0,0,2.565,0.421994410059375,3.15414528529627,1.02961941718116,0,0,1,0,0,0,0,0,0,4
53935,0,1,0,0,0,0,0,0,0,2.708,0.359770148846035,2.6234359487123,1.43508452528932,0,0,0,0,0,0,0,1,0,3
53865,0,0,1,0,0,0,0,0,0,5.489,3.30251819980484,3.39225754009268,4.00733318523247,0,0,0,0,0,0,0,1,0,1
53866,0,0,0,1,0,0,0,0,0,2.944,0.598286899535985,2.41296300046365,1.96009478404727,0,0,0,0,0,1,0,0,0,1
53891,0,0,0,0,0,0,0,0,1,4.718,2.13653050866396,2.64262239577975,3.5918177412708,0,0,0,0,0,0,0,1,0,1
57429,0,0,1,0,0,0,0,0,0,3.258,1.0039352417262,1.84324441191656,3.15273602236366,0,0,0,1,0,0,0,0,0,1
53884,0,0,0,0,0,0,0,0,1,5.242,2.48914764404525,3.70787293060647,2.88480071284671,0,0,0,0,0,0,0,1,0,1
53867,0,0,1,0,0,0,0,0,0,5.187,2.29817538450535,3.59272641920702,2.80336038090653,1,0,0,0,0,0,0,0,0,2
53885,0,0,0,0,1,0,0,0,0,4.745,1.917216686585,3.51898041731854,2.484906649788,0,0,0,0,0,0,1,0,0,2
53886,0,0,0,1,0,0,0,0,0,4.984,2.62850181567574,3.93149224382309,2.8094026953625,1,0,0,0,0,0,0,0,0,3
53889,0,1,0,0,0,0,0,0,0,4.635,2.73313298146967,3.88259419473733,2.96527306606928,0,0,0,0,0,0,0,1,0,3
53882,0,0,0,0,0,1,0,0,0,5.849,3.55837205603415,3.58304660470186,4.08597631255158,0,0,0,0,0,0,1,0,0,1
53995,0,0,0,1,0,0,0,0,0,3.871,1.36072011000046,3.56719193085683,1.84054963339749,0,0,0,0,0,0,0,1,0,4
53904,0,0,0,0,0,0,0,0,1,4.875,2.09543791476444,3.94706191007266,2.26176309847379,0,0,0,0,0,0,0,1,0,3
53896,0,0,1,0,0,0,0,0,0,4.431,2.11709853285693,2.45530618001171,3.78872478908365,0,0,1,0,0,0,0,0,0,1
53905,0,0,1,0,0,0,0,0,0,2.303,1.27340557904127,1.27172490637675,4.13836144763888,0,0,0,1,0,0,0,0,0,1
53901,0,0,0,1,0,0,0,0,0,5.421,2.76600459436277,3.48022418886813,3.39114704580865,0,0,0,0,0,1,0,0,0,1
53893,0,0,1,0,0,0,0,0,0,5.226,2.5796105852573,3.5941016325818,3.10906095886099,0,0,0,0,0,1,0,0,0,1
53894,0,0,1,0,0,0,0,0,0,3.178,2.10291389786498,3.39842688069949,2.81540871942271,0,0,0,0,0,0,0,0,1,3
53887,0,0,0,1,0,0,0,0,0,5.438,2.67779715793119,3.78759292704997,3.00071981506503,0,0,0,0,0,1,0,0,0,1
53888,0,1,0,0,0,0,0,0,0,2.565,0.298622012490115,2.01049331205356,1.77495235091167,0,0,0,0,0,0,0,1,0,3
56903,1,0,0,0,0,0,1,0,0,2.996,2.17406967075862,3.42644268701819,2.85647020622048,0,0,0,0,0,0,1,0,0,3
53895,0,0,1,0,0,0,0,0,0,2.639,0.445967051417494,1.36532605468369,2.73436750941958,0,0,0,0,1,0,0,0,0,1
53897,0,0,0,1,0,0,0,0,0,2.708,0.496523839055131,2.29081610939405,1.7404661748405,0,0,0,0,0,1,0,0,0,4
53914,0,0,1,0,0,0,0,0,0,4.727,2.11033440512221,3.24325619359358,3.00071981506503,0,0,0,0,0,0,0,1,0,1
53902,0,0,0,1,0,0,0,0,0,4.043,1.60442537061056,1.90210752639692,3.79098467705109,0,0,0,0,0,1,0,0,0,1
53925,0,0,1,0,0,0,0,0,0,3.526,0.874217955452247,2.27900935646534,2.46809953147162,0,0,0,0,0,0,0,1,0,2
53915,0,0,0,1,0,0,0,0,0,4.533,1.79674701073909,3.07961375753469,2.79728133483015,0,0,0,0,0,1,0,0,0,1
53916,0,0,1,0,0,0,0,0,0,4.828,2.19733568227495,3.20813838432546,3.05870707271538,0,0,0,0,0,0,0,1,0,1
53928,0,0,0,1,0,0,0,0,0,3.738,1.54115907168081,3.70499883599382,2.92316158071916,0,0,0,1,0,0,0,0,0,1
53917,0,0,0,1,0,0,0,0,0,4.143,1.47955699157958,3.13909641586186,2.34180580614733,0,0,0,0,1,0,0,0,0,1
53919,0,1,0,0,0,0,0,0,0,5.283,2.40748550281942,3.82137593640345,2.69462718077007,0,0,0,0,0,0,0,1,0,2
54166,0,0,0,0,0,0,1,0,0,3.091,0.689641041230658,2.45813479373501,3.13983261752775,0,0,0,0,0,0,1,0,0,1
53924,0,0,1,0,0,0,0,0,0,4.22,1.46024160607197,3.11940901824759,2.37024374146786,0,0,0,0,0,0,0,1,0,2
53918,0,0,0,1,0,0,0,0,0,4.762,1.95444505150515,4.3139217616567,1.80828877117927,0,0,0,0,0,0,1,0,0,3
53903,0,0,1,0,0,0,0,0,0,4.852,2.16389757322015,3.00815479355255,3.22684399451738,0,0,0,0,0,1,0,0,0,1
53920,0,1,0,0,0,0,0,0,0,3.892,1.83433991676317,3.41552754597031,2.43361335540045,0,0,0,0,0,0,0,1,0,3
54215,0,0,0,0,1,0,0,0,0,3.714,0.904218150639886,2.21735394863139,2.77258872223978,0,0,0,0,0,0,1,0,0,1
53923,0,0,0,1,0,0,0,0,0,4.344,2.67525148935082,3.96493798417453,2.81540871942271,0,0,0,0,0,0,0,1,0,3
53909,0,0,1,0,0,0,0,0,0,4.718,1.92789164355264,3.59503569858378,2.40694510831829,0,0,0,0,0,0,1,0,0,3
53929,0,0,0,1,0,0,0,0,0,4.898,2.4109012364775,2.93741436422948,3.56388296393925,0,0,0,0,0,0,0,1,0,1
53926,0,0,1,0,0,0,0,0,0,3.611,1.98732625277203,2.94270062700219,3.78872478908365,0,0,0,1,0,0,0,0,0,1
53927,0,0,1,0,0,0,0,0,0,2.89,1.29746314741328,2.94270062700219,2.94968833505258,0,0,0,1,0,0,0,0,0,1
53931,0,0,1,0,0,0,0,0,0,4.19,1.44950387451778,2.28574407579802,3.4307561839037,0,1,0,0,0,0,0,0,0,1
53912,0,0,1,0,0,0,0,0,0,4.22,1.51005946845382,2.59278898298934,2.95491027903374,1,0,0,0,0,0,0,0,0,1
53959,0,1,0,0,0,0,0,0,0,4.304,1.78691441756486,2.73650807391869,3.1267605359604,0,0,0,0,0,0,0,1,0,1
53913,0,0,1,0,0,0,0,0,0,3.401,0.392042087776024,1.25276296849537,3.83729945923221,0,0,0,0,0,0,0,1,0,1
