"gid","weekend","hour_term_8_10","hour_term_11_13","hour_term_14_16","hour_term_17_19","hour_term_20_22","hour_term_23_1","hour_term_2_4","hour_term_5_7","trip_length_km","trip_duration_min","avg_speed_kms","ln_n_coord","education","health","leisure","cafe","errand","shopping","home","work","meeting","mode"
55402,0,0,0,0,1,0,0,0,0,"0","22.367","0","0.000",1,0,0,0,0,0,0,0,0,"4"
55422,0,0,0,0,0,0,0,0,1,"0","103.9","0","0.000",0,0,1,0,0,0,0,0,0,"4"
60275,0,0,0,0,0,0,0,0,1,"0","66.683","0","0.000",0,0,0,0,0,0,0,1,0,"3"
56431,1,0,0,1,0,0,0,0,0,"0","46.017","0","0.000",0,0,0,1,0,0,0,0,0,"1"
55511,0,0,0,0,1,0,0,0,0,"0","35.183","0","0.000",0,0,0,0,0,0,1,0,0,"3"
60316,0,1,0,0,0,0,0,0,0,"0","52.167","0","0.000",0,0,0,0,0,0,0,1,0,"1"
55503,0,0,0,0,1,0,0,0,0,"0","58.1","0","0.000",0,1,0,0,0,0,0,0,0,"3"
55761,0,1,0,0,0,0,0,0,0,"0","35.767","0","0.000",0,0,0,0,0,0,0,1,0,"3"
56190,0,0,0,0,1,0,0,0,0,"0","32.333","0","0.000",0,0,0,0,0,0,1,0,0,"3"
58120,0,0,0,0,1,0,0,0,0,"0","69.45","0","0.000",0,0,1,0,0,0,0,0,0,"3"
56258,0,0,0,1,0,0,0,0,0,"0","32.917","0","0.000",0,0,0,0,0,0,1,0,0,"3"
59822,0,0,0,0,0,0,0,0,1,"0","36.283","0","0.000",0,0,0,0,0,0,0,1,0,"3"
56468,1,0,0,1,0,0,0,0,0,"0","40.05","0","0.000",0,0,0,0,0,1,0,0,0,"1"
56591,1,0,0,1,0,0,0,0,0,"0","75.283","0","0.000",0,0,1,0,0,0,0,0,0,"1"
56640,1,1,0,0,0,0,0,0,0,"0","122.1","0","0.000",0,0,0,0,0,0,1,0,0,"1"
57180,1,0,0,1,0,0,0,0,0,"0","51.717","0","0.000",0,0,0,1,0,0,0,0,0,"1"
57004,1,0,0,1,0,0,0,0,0,"0","28.75","0","0.000",0,0,0,0,0,0,1,0,0,"3"
58536,0,0,0,1,0,0,0,0,0,"0","24.25","0","0.000",0,0,0,0,0,0,1,0,0,"4"
57615,0,0,1,0,0,0,0,0,0,"0","65.05","0","0.000",0,0,0,0,0,0,0,0,1,"3"
6387,0,0,1,0,0,0,0,0,0,"0.338","9.45","3.20","2.303",0,0,0,1,0,0,0,0,0,"4"
57843,0,0,0,0,0,0,0,0,1,"0","25.067","0","0.000",0,0,0,1,0,0,0,0,0,"3"
57901,0,1,0,0,0,0,0,0,0,"0","84.267","0","0.000",0,0,0,0,0,0,0,1,0,"1"
57976,0,0,0,0,1,0,0,0,0,"0","164.3","0","0.000",0,0,0,1,0,0,0,0,0,"4"
57994,0,1,0,0,0,0,0,0,0,"0","63.8","0","0.000",0,0,0,0,0,0,0,1,0,"5"
58007,0,0,0,1,0,0,0,0,0,"0","47.4","0","0.000",0,0,0,0,0,0,1,0,0,"7"
58054,0,0,0,1,0,0,0,0,0,"0","120.767","0","0.000",0,0,0,0,0,1,0,0,0,"1"
4322,0,0,0,0,1,0,0,0,0,"0.949","5.067","12.00","3.045",0,0,0,0,1,0,0,0,0,"1"
59828,0,0,0,0,1,0,0,0,0,"0","52.133","0","0.000",0,0,0,0,0,0,1,0,0,"3"
60095,0,0,0,0,1,0,0,0,0,"0","151.117","0","0.000",0,0,0,0,0,0,0,1,0,"2"
60135,0,0,0,0,1,0,0,0,0,"0","31.3","0","0.000",0,0,0,0,0,0,0,1,0,"3"
60137,0,0,0,1,0,0,0,0,0,"0","170.067","0","0.000",0,0,1,0,0,0,0,0,0,"2"
60431,0,0,0,1,0,0,0,0,0,"0","44.983","0","0.000",0,0,1,0,0,0,0,0,0,"3"
60484,0,0,0,0,1,0,0,0,0,"0","42.45","0","0.000",0,0,0,1,0,0,0,0,0,"4"
60593,0,0,0,0,0,0,0,0,1,"0","70.467","0","0.000",0,0,0,0,1,0,0,0,0,"1"
60700,0,0,1,0,0,0,0,0,0,"0","26.6","0","0.000",0,0,0,0,0,0,0,1,0,"2"
60664,0,0,0,1,0,0,0,0,0,"0","21.2","0","0.000",0,0,0,1,0,0,0,0,0,"1"
20139,1,1,0,0,0,0,0,0,0,"0","38.183","0","0.000",0,0,1,0,0,0,0,0,0,"3"
58115,0,0,0,1,0,0,0,0,0,"0","109.467","0","0.000",0,0,0,1,0,0,0,0,0,"1"
58231,0,0,0,0,1,0,0,0,0,"0","40.617","0","0.000",0,0,0,1,0,0,0,0,0,"1"
58466,0,0,0,0,0,0,0,0,1,"0","57.917","0","0.000",0,0,0,0,0,0,0,1,0,"3"
58488,0,0,0,1,0,0,0,0,0,"0","72.733","0","0.000",0,0,0,1,0,0,0,0,0,"4"
58514,0,0,0,1,0,0,0,0,0,"0","32.15","0","0.000",0,0,0,0,0,0,1,0,0,"3"
58543,0,0,0,1,0,0,0,0,0,"0","151.75","0","0.000",0,0,1,0,0,0,0,0,0,"3"
58731,0,0,0,0,0,0,1,0,0,"0","48.567","0","0.000",0,0,0,0,0,0,1,0,0,"3"
6396,0,0,0,1,0,0,0,0,0,"0.350","8.283","4.10","2.639",0,0,1,0,0,0,0,0,0,"4"
59059,0,1,0,0,0,0,0,0,0,"0","117.783","0","0.000",0,0,0,1,0,0,0,0,0,"1"
23762,1,0,0,0,1,0,0,0,0,"0","94.867","0","0.000",0,0,0,0,0,0,1,0,0,"1"
40303,1,0,0,0,1,0,0,0,0,"0","14.633","0","0.000",0,0,0,1,0,0,0,0,0,"1"
40339,1,0,1,0,0,0,0,0,0,"0","37.667","0","0.000",0,0,0,0,0,0,1,0,0,"1"
41755,0,0,0,0,1,0,0,0,0,"0","36.017","0","0.000",0,0,0,0,0,0,1,0,0,"3"
59088,0,0,0,1,0,0,0,0,0,"0","13.117","0","0.000",0,0,0,0,0,0,0,1,0,"1"
51589,0,1,0,0,0,0,0,0,0,"0","56.75","0","0.000",0,0,0,0,0,0,0,1,0,"1"
51258,1,0,0,0,1,0,0,0,0,"0","105.817","0","0.000",0,0,0,1,0,0,0,0,0,"1"
59181,0,0,1,0,0,0,0,0,0,"0","56.967","0","0.000",0,0,0,0,0,0,1,0,0,"3"
51887,0,0,0,1,0,0,0,0,0,"0","37.5","0","0.000",0,0,0,0,1,0,0,0,0,"4"
59240,0,1,0,0,0,0,0,0,0,"0","156.3","0","0.000",1,0,0,0,0,0,0,0,0,"1"
57594,0,0,0,0,1,0,0,0,0,"0","53.283","0","0.000",0,0,1,0,0,0,0,0,0,"4"
59277,0,0,0,0,1,0,0,0,0,"0","22.633","0","0.000",0,0,0,0,0,1,0,0,0,"3"
59325,0,0,0,0,0,1,0,0,0,"0","31.9","0","0.000",0,0,0,0,0,0,0,1,0,"5"
59412,0,0,0,0,0,1,0,0,0,"0","48","0","0.000",0,0,0,0,0,0,1,0,0,"4"
59815,0,0,0,1,0,0,0,0,0,"0","45.667","0","0.000",0,0,0,0,1,0,0,0,0,"4"
59834,0,0,1,0,0,0,0,0,0,"0","16.55","0","0.000",1,0,0,0,0,0,0,0,0,"1"
59707,0,0,0,1,0,0,0,0,0,"0","46.8","0","0.000",0,0,0,0,0,1,0,0,0,"3"
11167,0,0,0,0,1,0,0,0,0,"0","37.833","0","0.000",0,0,0,1,0,0,0,0,0,"1"
12823,0,0,0,1,0,0,0,0,0,"0","58.983","0","0.000",0,0,0,0,1,0,0,0,0,"1"
6435,0,0,0,0,1,0,0,0,0,"0.259","9.233","3.60","2.565",0,1,0,0,0,0,0,0,0,"4"
7413,0,0,1,0,0,0,0,0,0,"0.048","3.15","11.40","2.303",0,0,0,1,0,0,0,0,0,"1"
10925,0,1,0,0,0,0,0,0,0,"0","31.367","0","0.000",0,0,0,0,0,0,0,1,0,"3"
12066,0,0,0,0,0,0,0,0,1,"0","96.967","0","0.000",0,0,0,1,0,0,0,0,0,"3"
34048,0,1,0,0,0,0,0,0,0,"0","26.517","0","0.000",0,0,0,1,0,0,0,0,0,"1"
52470,0,0,0,0,0,1,0,0,0,"0","56.85","0","0.000",0,0,0,0,0,0,1,0,0,"4"
53588,0,0,0,1,0,0,0,0,0,"0","52.433","0","0.000",0,0,0,0,0,0,1,0,0,"3"
53880,0,0,1,0,0,0,0,0,0,"0","63.333","0","0.000",0,0,0,1,0,0,0,0,0,"4"
49449,1,0,0,0,0,0,0,0,1,"0","20.2","0","0.000",0,0,0,0,0,0,0,1,0,"1"
7512,0,0,0,0,0,0,0,0,1,"0","9.2","45.10","4.454",0,0,0,0,0,0,0,1,0,"1"
7576,0,0,0,0,1,0,0,0,0,"0","2.85","53.30","3.497",0,0,0,0,0,0,1,0,0,"7"
56897,1,0,1,0,0,0,0,0,0,"0","13.4","0","0.000",0,0,1,0,0,0,0,0,0,"4"
57882,0,0,0,0,0,0,0,0,1,"0","44.833","0","0.000",0,0,0,1,0,0,0,0,0,"1"
58506,0,0,0,1,0,0,0,0,0,"0","41.067","0","0.000",0,1,0,0,0,0,0,0,0,"4"
51608,0,0,1,0,0,0,0,0,0,"0","29.4","0","0.000",0,0,0,0,0,1,0,0,0,"4"
7668,0,0,0,1,0,0,0,0,0,"0.496","8.283","4.40","2.639",0,0,0,0,0,0,0,1,0,"3"
6756,0,0,0,0,1,0,0,0,0,"4.734","19.25","15.00","2.565",0,0,0,0,0,0,1,0,0,"3"
52919,0,0,0,1,0,0,0,0,0,"0","37.133","0","0.000",0,0,0,0,0,0,0,1,0,"4"
53356,0,0,1,0,0,0,0,0,0,"0","114.333","0","0.000",0,0,0,0,0,0,1,0,0,"3"
53366,0,0,0,1,0,0,0,0,0,"0","86","0","0.000",0,0,0,1,0,0,0,0,0,"1"
8329,0,0,0,0,0,0,0,0,1,"0","68.55","0","0.000",0,0,0,0,0,0,0,1,0,"1"
7680,0,0,0,0,0,1,0,0,0,"44.559","34.6","77.30","6.213",0,0,0,1,0,0,0,0,0,"1"
16407,1,1,0,0,0,0,0,0,0,"0","40.483","0","0.000",0,0,0,1,0,0,0,0,0,"1"
6879,0,0,0,0,1,0,0,0,0,"0.447","12.283","2.70","2.485",0,0,0,1,0,0,0,0,0,"4"
31037,0,0,0,1,0,0,0,0,0,"0","81.117","0","0.000",0,0,0,0,0,0,0,0,1,"1"
13644,0,1,0,0,0,0,0,0,0,"0","161.383","0","0.000",0,0,0,0,0,0,0,0,1,"1"
1862,0,1,0,0,0,0,0,0,0,"0","33.817","0","0.000",0,1,0,0,0,0,0,0,0,"1"
1931,0,1,0,0,0,0,0,0,0,"0","125.283","0","0.000",0,0,0,1,0,0,0,0,0,"1"
6881,0,0,0,0,1,0,0,0,0,"1.326","2.167","38.10","3.178",0,0,0,0,0,1,0,0,0,"1"
6890,0,0,0,1,0,0,0,0,0,"0","94.517","0","0.000",0,0,0,0,0,0,1,0,0,"1"
7073,0,0,0,0,1,0,0,0,0,"1.060","3.033","22.10","2.996",0,0,0,0,0,0,1,0,0,"1"
7019,0,0,0,0,1,0,0,0,0,"0.721","15.2","3.70","3.045",0,0,0,1,0,0,0,0,0,"4"
12331,0,0,0,0,0,1,0,0,0,"2.786","10.017","17.50","2.197",0,0,0,0,0,0,1,0,0,"3"
7257,0,0,0,0,1,0,0,0,0,"0","75.467","0","0.000",0,0,0,0,0,0,1,0,0,"3"
8084,0,0,0,0,1,0,0,0,0,"48.032","74.667","49.50","6.497",0,0,0,0,0,0,1,0,0,"1"
7268,0,0,0,0,1,0,0,0,0,"0.641","10.05","3.90","2.708",0,0,1,0,0,0,0,0,0,"1"
7269,0,0,0,0,0,1,0,0,0,"0.805","12.3","4.50","2.996",0,0,0,1,0,0,0,0,0,"4"
7277,0,0,0,0,0,1,0,0,0,"0.090","7.967","4.20","2.565",0,0,1,0,0,0,0,0,0,"3"
8198,0,0,0,0,0,1,0,0,0,"0.474","5.4","5.90","2.565",0,0,0,0,0,0,1,0,0,"3"
14648,0,0,0,0,1,0,0,0,0,"0","49.167","0","0.000",0,0,0,1,0,0,0,0,0,"1"
4387,0,0,0,0,0,0,0,0,1,"0","85.333","0","0.000",0,0,0,0,0,0,0,1,0,"2"
5755,0,0,0,1,0,0,0,0,0,"0","35.767","0","0.000",0,0,0,0,0,0,1,0,0,"3"
7433,0,0,0,0,1,0,0,0,0,"0.605","6.183","7.00","2.773",0,0,0,1,0,0,0,0,0,"2"
6072,0,0,0,1,0,0,0,0,0,"0","32.35","0","0.000",0,0,0,1,0,0,0,0,0,"4"
6686,0,0,0,0,1,0,0,0,0,"0","119.717","0","0.000",0,0,1,0,0,0,0,0,0,"6"
7014,0,0,0,1,0,0,0,0,0,"0","22.6","0","0.000",0,0,0,0,0,0,1,0,0,"3"
7601,0,0,0,0,1,0,0,0,0,"0","37.233","0","0.000",0,0,0,0,0,0,1,0,0,"3"
7489,0,0,0,0,0,0,1,0,0,"0","40.8","0","0.000",0,0,1,0,0,0,0,0,0,"1"
7666,0,0,0,0,0,1,0,0,0,"0","45.967","0","0.000",0,1,0,0,0,0,0,0,0,"2"
8625,0,0,0,0,0,0,0,0,1,"0","23.55","0","0.000",0,0,1,0,0,0,0,0,0,"3"
9512,0,0,0,1,0,0,0,0,0,"0","69.833","0","0.000",0,0,0,0,0,0,1,0,0,"3"
10033,0,0,0,0,0,1,0,0,0,"0","21.983","0","0.000",0,0,0,0,0,0,1,0,0,"1"
3074,0,0,0,1,0,0,0,0,0,"0","234.383","0","0.000",1,0,0,0,0,0,0,0,0,"4"
1142,0,0,0,0,1,0,0,0,0,"0","50.55","0","0.000",0,0,0,0,0,0,0,1,0,"3"
1330,0,0,0,0,0,1,0,0,0,"0","21.517","0","0.000",0,0,0,0,0,0,0,1,0,"2"
1867,0,0,0,0,0,0,0,0,1,"0","87.683","0","0.000",0,0,0,0,0,0,0,1,0,"1"
1892,0,1,0,0,0,0,0,0,0,"0","40.917","0","0.000",0,0,0,0,0,0,0,1,0,"1"
27658,0,0,0,1,0,0,0,0,0,"0","181.4","0","0.000",0,0,0,0,0,0,0,1,0,"1"
43859,0,0,0,0,1,0,0,0,0,"0","57.767","0","0.000",0,0,0,0,1,0,0,0,0,"1"
43892,0,0,0,1,0,0,0,0,0,"0","67.867","0","0.000",0,0,1,0,0,0,0,0,0,"2"
43956,0,0,0,1,0,0,0,0,0,"0","102.35","0","0.000",0,0,0,0,0,0,1,0,0,"7"
12087,0,0,0,0,0,0,0,0,1,"0","93.817","0","0.000",0,0,0,0,0,0,0,1,0,"1"
10383,0,0,0,0,1,0,0,0,0,"0","58.083","0","0.000",0,0,0,0,1,0,0,0,0,"1"
97,0,0,0,0,1,0,0,0,0,"0","38.45","0","0.000",0,0,0,0,0,0,1,0,0,"2"
134,0,0,0,0,1,0,0,0,0,"0","17.717","0","0.000",0,0,0,0,1,0,0,0,0,"1"
58958,0,1,0,0,0,0,0,0,0,"0","53.95","0","0.000",0,0,0,0,0,0,0,1,0,"3"
59236,0,0,0,1,0,0,0,0,0,"0","43.817","0","0.000",0,0,0,0,0,0,1,0,0,"3"
11606,0,0,0,0,1,0,0,0,0,"0","14.617","0","0.000",0,0,0,0,0,0,1,0,0,"3"
60001,0,0,0,0,1,0,0,0,0,"0","30.067","0","0.000",0,0,0,0,0,0,0,1,0,"1"
12126,0,0,0,0,0,0,0,0,1,"0","45.3","0","0.000",0,0,0,0,0,0,0,1,0,"3"
12827,0,0,1,0,0,0,0,0,0,"0","77.917","0","0.000",0,0,1,0,0,0,0,0,0,"3"
16655,0,0,0,0,1,0,0,0,0,"0","35.783","0","0.000",0,0,0,0,0,1,0,0,0,"4"
19250,1,0,0,0,1,0,0,0,0,"0","77.25","0","0.000",0,0,1,0,0,0,0,0,0,"1"
28679,0,0,0,1,0,0,0,0,0,"0","124.817","0","0.000",0,1,0,0,0,0,0,0,0,"1"
30701,0,0,1,0,0,0,0,0,0,"0","52.883","0","0.000",0,0,0,0,0,0,0,1,0,"3"
46997,0,0,0,1,0,0,0,0,0,"0","34.967","0","0.000",0,0,0,1,0,0,0,0,0,"1"
14611,0,0,0,1,0,0,0,0,0,"0","61.717","0","0.000",0,0,1,0,0,0,0,0,0,"3"
21607,1,0,0,1,0,0,0,0,0,"0","108.933","0","0.000",0,0,0,0,0,0,1,0,0,"3"
22813,1,0,0,1,0,0,0,0,0,"0","85.417","0","0.000",0,1,0,0,0,0,0,0,0,"2"
29155,0,0,0,0,0,0,0,0,1,"0","44.333","0","0.000",0,0,0,1,0,0,0,0,0,"1"
32005,0,0,0,0,1,0,0,0,0,"0","32.817","0","0.000",0,0,0,0,0,0,1,0,0,"3"
44401,0,0,0,0,1,0,0,0,0,"0","50.133","0","0.000",0,0,0,0,0,0,1,0,0,"3"
45577,0,0,0,1,0,0,0,0,0,"0","183.683","0","0.000",0,0,0,0,0,0,1,0,0,"7"
46853,0,0,0,0,0,1,0,0,0,"0","37.067","0","0.000",0,0,0,0,0,0,1,0,0,"3"
46871,0,0,1,0,0,0,0,0,0,"0","29.783","0","0.000",0,0,0,0,0,1,0,0,0,"1"
136,0,0,0,0,1,0,0,0,0,"0","31.717","0","0.000",0,0,0,0,0,0,1,0,0,"1"
181,1,0,0,0,0,0,0,0,1,"0","32.05","0","0.000",0,1,0,0,0,0,0,0,0,"2"
2215,0,0,1,0,0,0,0,0,0,"0","36.917","0","0.000",0,0,0,0,0,1,0,0,0,"1"
6721,0,0,0,1,0,0,0,0,0,"0","131.267","0","0.000",0,0,0,0,0,0,0,0,1,"4"
9595,0,0,0,1,0,0,0,0,0,"0","47.65","0","0.000",0,0,0,0,0,0,1,0,0,"4"
306,0,1,0,0,0,0,0,0,0,"0","19.1","0","0.000",0,0,0,0,0,0,0,0,1,"1"
340,0,0,1,0,0,0,0,0,0,"0","32.533","0","0.000",0,0,1,0,0,0,0,0,0,"2"
353,0,0,1,0,0,0,0,0,0,"0","28.25","0","0.000",1,0,0,0,0,0,0,0,0,"4"
389,0,0,1,0,0,0,0,0,0,"0","53.5","0","0.000",0,0,0,0,0,0,0,0,1,"2"
434,0,0,1,0,0,0,0,0,0,"0","41.083","0","0.000",0,0,0,0,0,0,1,0,0,"2"
899,0,0,0,0,1,0,0,0,0,"0","66.283","0","0.000",0,0,0,0,0,1,0,0,0,"3"
690,0,0,0,1,0,0,0,0,0,"0","77.3","0","0.000",0,0,0,0,0,0,0,1,0,"7"
724,0,0,0,0,1,0,0,0,0,"0","30.217","0","0.000",0,0,0,0,0,0,1,0,0,"3"
851,0,0,1,0,0,0,0,0,0,"0","52.417","0","0.000",0,0,0,0,0,0,0,1,0,"3"
867,0,0,0,0,1,0,0,0,0,"0","26.183","0","0.000",0,0,0,0,0,0,0,1,0,"1"
1366,0,0,0,0,1,0,0,0,0,"0","15.333","0","0.000",0,0,1,0,0,0,0,0,0,"4"
5818,0,0,0,1,0,0,0,0,0,"0","28.633","0","0.000",0,0,0,0,0,0,1,0,0,"1"
1460,0,0,0,0,0,0,0,0,1,"0","46.283","0","0.000",0,1,0,0,0,0,0,0,0,"1"
1645,0,0,0,0,0,0,0,0,1,"0","50.55","0","0.000",0,0,0,0,0,0,0,1,0,"3"
1949,0,0,1,0,0,0,0,0,0,"0","126.667","0","0.000",0,0,0,0,0,0,0,1,0,"1"
917,0,0,0,0,1,0,0,0,0,"0","35.567","0","0.000",0,0,0,0,0,1,0,0,0,"7"
1101,0,0,0,0,1,0,0,0,0,"0","31.55","0","0.000",0,1,0,0,0,0,0,0,0,"2"
1119,0,0,0,0,1,0,0,0,0,"0","35.6","0","0.000",0,0,0,0,1,0,0,0,0,"5"
1144,0,0,0,0,1,0,0,0,0,"0","49.5","0","0.000",0,0,1,0,0,0,0,0,0,"3"
1164,0,0,0,0,1,0,0,0,0,"0","29.283","0","0.000",1,0,0,0,0,0,0,0,0,"3"
1204,0,0,0,1,0,0,0,0,0,"0","27.683","0","0.000",0,0,0,0,0,1,0,0,0,"1"
1257,0,0,0,0,1,0,0,0,0,"0","70.067","0","0.000",0,0,0,0,0,0,0,1,0,"5"
1285,0,0,0,0,0,0,1,0,0,"0","30.933","0","0.000",0,0,0,0,0,0,1,0,0,"3"
1986,0,0,1,0,0,0,0,0,0,"0","40.883","0","0.000",0,0,1,0,0,0,0,0,0,"3"
1628,0,1,0,0,0,0,0,0,0,"0","42.717","0","0.000",0,0,0,0,0,0,0,1,0,"1"
1300,0,0,0,0,0,1,0,0,0,"0","10.983","0","0.000",0,0,0,0,0,0,1,0,0,"3"
13984,0,0,0,1,0,0,0,0,0,"0","64.633","0","0.000",0,0,0,0,1,0,0,0,0,"1"
7571,0,0,0,0,1,0,0,0,0,"0","17.883","0","0.000",0,0,0,0,0,0,1,0,0,"3"
1708,0,1,0,0,0,0,0,0,0,"0","48.45","0","0.000",0,0,0,0,0,0,0,1,0,"1"
5420,0,0,0,1,0,0,0,0,0,"0","16.983","0","0.000",0,0,0,0,0,0,1,0,0,"3"
1725,0,1,0,0,0,0,0,0,0,"0","20.55","0","0.000",0,0,0,0,0,0,0,1,0,"3"
2662,0,0,0,1,0,0,0,0,0,"0","105.833","0","0.000",0,0,0,0,0,0,1,0,0,"1"
3406,0,0,0,0,1,0,0,0,0,"0","61.45","0","0.000",0,0,0,0,0,0,1,0,0,"3"
2885,0,0,0,0,1,0,0,0,0,"0","33.917","0","0.000",0,0,0,1,0,0,0,0,0,"4"
1861,0,0,1,0,0,0,0,0,0,"0","21.483","0","0.000",0,0,0,0,0,0,0,1,0,"1"
3433,0,1,0,0,0,0,0,0,0,"0","19","0","0.000",0,0,0,0,0,0,0,1,0,"3"
1853,0,1,0,0,0,0,0,0,0,"0","99.067","0","0.000",0,0,0,0,0,0,0,1,0,"1"
2917,0,0,0,1,0,0,0,0,0,"0","73.35","0","0.000",0,0,0,0,0,0,1,0,0,"3"
3473,0,0,0,0,1,0,0,0,0,"0","97.25","0","0.000",1,0,0,0,0,0,0,0,0,"3"
2979,0,1,0,0,0,0,0,0,0,"0","212.717","0","0.000",0,0,0,0,0,0,0,1,0,"1"
2051,0,1,0,0,0,0,0,0,0,"0","49.283","0","0.000",0,0,0,0,0,1,0,0,0,"4"
3482,0,0,0,1,0,0,0,0,0,"0","46.067","0","0.000",0,0,0,0,0,0,1,0,0,"3"
2094,0,1,0,0,0,0,0,0,0,"0","186.933","0","0.000",0,0,0,1,0,0,0,0,0,"4"
3090,0,0,0,0,1,0,0,0,0,"0","60.283","0","0.000",0,0,0,0,1,0,0,0,0,"1"
3498,0,0,0,1,0,0,0,0,0,"0","58.417","0","0.000",1,0,0,0,0,0,0,0,0,"1"
3080,0,0,0,1,0,0,0,0,0,"0","50.233","0","0.000",0,0,0,0,0,0,1,0,0,"3"
2781,0,0,0,1,0,0,0,0,0,"0","43.217","0","0.000",0,0,0,0,0,0,0,1,0,"1"
3526,0,0,0,0,1,0,0,0,0,"0","27.567","0","0.000",0,0,1,0,0,0,0,0,0,"2"
2371,0,0,1,0,0,0,0,0,0,"0","196.8","0","0.000",0,0,0,0,0,0,0,1,0,"1"
3439,0,0,0,0,1,0,0,0,0,"0","58.033","0","0.000",0,0,0,1,0,0,0,0,0,"1"
3532,0,0,0,1,0,0,0,0,0,"0","25.15","0","0.000",0,0,0,0,0,0,1,0,0,"4"
3134,0,0,0,1,0,0,0,0,0,"0","137.583","0","0.000",0,0,0,1,0,0,0,0,0,"1"
15069,0,0,0,1,0,0,0,0,0,"0","32.867","0","0.000",0,0,0,0,0,0,1,0,0,"1"
3638,0,0,0,0,1,0,0,0,0,"0","47.367","0","0.000",0,0,1,0,0,0,0,0,0,"1"
2482,0,1,0,0,0,0,0,0,0,"0","36.033","0","0.000",0,0,0,0,0,0,0,1,0,"3"
3241,0,1,0,0,0,0,0,0,0,"0","32.767","0","0.000",0,0,0,0,0,0,0,1,0,"3"
3701,0,0,0,0,1,0,0,0,0,"0","55.333","0","0.000",0,0,1,0,0,0,0,0,0,"2"
3864,0,0,0,0,0,0,1,0,0,"0","49.783","0","0.000",0,0,0,0,0,0,1,0,0,"1"
3223,0,0,0,0,1,0,0,0,0,"0","36.817","0","0.000",0,0,0,0,0,0,1,0,0,"2"
3228,0,0,0,1,0,0,0,0,0,"0","123.283","0","0.000",0,1,0,0,0,0,0,0,0,"1"
3352,0,0,0,1,0,0,0,0,0,"0","114.333","0","0.000",0,0,0,1,0,0,0,0,0,"1"
2577,0,0,0,1,0,0,0,0,0,"0","52.183","0","0.000",0,0,0,1,0,0,0,0,0,"1"
3924,0,0,0,0,0,1,0,0,0,"0","87.317","0","0.000",0,0,0,0,0,0,1,0,0,"3"
3747,0,0,0,0,0,1,0,0,0,"0","24.433","0","0.000",1,0,0,0,0,0,0,0,0,"4"
4381,0,0,0,0,1,0,0,0,0,"0","53.633","0","0.000",0,0,0,0,0,0,1,0,0,"2"
3748,0,0,0,0,0,1,0,0,0,"0","45.367","0","0.000",0,0,0,0,0,0,1,0,0,"3"
26684,0,1,0,0,0,0,0,0,0,"0","90.967","0","0.000",0,0,0,0,0,0,0,1,0,"2"
4414,0,0,0,0,0,0,0,1,0,"0","45.133","0","0.000",0,0,0,0,0,0,1,0,0,"1"
15110,0,0,1,0,0,0,0,0,0,"0","49.667","0","0.000",0,0,0,0,0,0,0,1,0,"1"
4438,0,0,0,0,0,1,0,0,0,"0","37.5","0","0.000",0,0,0,0,0,0,0,1,0,"7"
4440,0,0,0,0,0,0,0,0,1,"0","38.9","0","0.000",0,0,0,0,1,0,0,0,0,"1"
3869,0,0,0,1,0,0,0,0,0,"0","46.617","0","0.000",0,0,0,0,0,0,0,1,0,"1"
4488,0,1,0,0,0,0,0,0,0,"0","54.767","0","0.000",0,0,0,0,0,0,0,1,0,"2"
4413,0,0,0,0,0,0,0,0,1,"0","78.233","0","0.000",0,1,0,0,0,0,0,0,0,"2"
4734,0,0,1,0,0,0,0,0,0,"0","193.2","0","0.000",0,0,0,0,0,0,0,1,0,"1"
4513,0,1,0,0,0,0,0,0,0,"0","54.467","0","0.000",0,0,0,0,0,0,0,1,0,"5"
9724,0,0,0,0,0,0,0,0,1,"0","69","0","0.000",0,0,0,0,0,0,0,1,0,"1"
5285,0,0,1,0,0,0,0,0,0,"0","20.117","0","0.000",0,0,0,0,0,0,0,1,0,"4"
6284,0,0,0,1,0,0,0,0,0,"0","37.667","0","0.000",0,0,0,0,0,0,1,0,0,"3"
27397,0,0,0,0,0,1,0,0,0,"0","60.617","0","0.000",0,0,0,0,0,0,1,0,0,"3"
3974,0,0,0,1,0,0,0,0,0,"0","195.55","0","0.000",0,0,0,1,0,0,0,0,0,"1"
4553,0,1,0,0,0,0,0,0,0,"0","45.75","0","0.000",0,0,0,0,0,0,0,0,1,"1"
3996,0,0,0,0,1,0,0,0,0,"0","86.017","0","0.000",0,0,0,0,0,0,1,0,0,"1"
4615,0,1,0,0,0,0,0,0,0,"0","63.533","0","0.000",0,1,0,0,0,0,0,0,0,"3"
4015,0,0,0,1,0,0,0,0,0,"0","57.3","0","0.000",0,0,0,0,0,0,0,1,0,"1"
4645,0,1,0,0,0,0,0,0,0,"0","14.05","0","0.000",1,0,0,0,0,0,0,0,0,"4"
4095,0,0,0,0,0,1,0,0,0,"0","58.233","0","0.000",0,0,0,0,1,0,0,0,0,"1"
4092,0,0,0,0,1,0,0,0,0,"0","48.3","0","0.000",0,0,0,0,0,0,1,0,0,"3"
4743,0,1,0,0,0,0,0,0,0,"0","51.65","0","0.000",0,0,0,0,0,0,0,1,0,"1"
29230,0,0,0,0,1,0,0,0,0,"0","17.283","0","0.000",0,0,0,0,0,0,1,0,0,"3"
6035,0,0,0,1,0,0,0,0,0,"0","90.8","0","0.000",0,0,0,0,0,0,0,1,0,"1"
