"gid","weekend","hour_term_8_10","hour_term_11_13","hour_term_14_16","hour_term_17_19","hour_term_20_22","hour_term_23_1","hour_term_2_4","hour_term_5_7","trip_length_km","trip_duration_min","avg_speed_kms","ln_n_coord","education","health","leisure","cafe","errand","shopping","home","work","meeting","mode"
53798,0,1,0,0,0,0,0,0,0,"1.921","16.017","8.30","3.761",0,0,0,0,0,0,0,1,0,"7"
53693,0,1,0,0,0,0,0,0,0,"9.691","31.1","18.90","5.118",0,0,0,0,0,0,0,1,0,"1"
53694,0,0,0,1,0,0,0,0,0,"1.538","20.667","4.60","3.332",0,0,0,0,0,0,1,0,0,"3"
53699,0,1,0,0,0,0,0,0,0,"15.400","15.867","59.10","5.088",0,0,0,0,0,0,0,1,0,"1"
53725,0,0,0,0,1,0,0,0,0,"6.225","49.367","7.90","4.654",0,0,0,0,0,0,1,0,0,"3"
53733,0,1,0,0,0,0,0,0,0,"2.486","7.767","19.70","3.850",0,0,0,0,0,0,0,1,0,"1"
53734,0,0,0,0,1,0,0,0,0,"0.284","6.183","5.40","2.565",0,0,0,0,0,0,1,0,0,"7"
53742,0,1,0,0,0,0,0,0,0,"9.713","46.767","12.70","4.277",0,0,0,0,0,0,0,1,0,"3"
53700,0,0,0,0,1,0,0,0,0,"28.783","21.417","80.90","5.521",0,0,0,0,0,0,1,0,0,"1"
53701,0,1,0,0,0,0,0,0,0,"2.533","14.167","12.40","4.007",0,0,0,0,0,0,0,1,0,"3"
53703,0,0,0,0,0,1,0,0,0,"12.936","11.483","68.40","4.875",0,0,0,0,0,0,1,0,0,"1"
53726,0,1,0,0,0,0,0,0,0,"0.814","7.033","8.70","3.045",0,0,0,0,0,0,0,1,0,"6"
53704,0,0,0,0,0,1,0,0,0,"10.323","24.617","25.60","5.106",0,0,1,0,0,0,0,0,0,"1"
53707,0,1,0,0,0,0,0,0,0,"5.703","19.483","17.90","4.779",1,0,0,0,0,0,0,0,0,"2"
53803,0,0,1,0,0,0,0,0,0,"1.796","38.45","3.80","3.912",1,0,0,0,0,0,0,0,0,"3"
53727,0,1,0,0,0,0,0,0,0,"0.741","14.367","3.90","2.485",1,0,0,0,0,0,0,0,0,"4"
53728,0,1,0,0,0,0,0,0,0,"2.361","13.7","10.70","3.807",0,0,0,0,0,0,0,1,0,"1"
53705,0,1,0,0,0,0,0,0,0,"22.980","50.683","27.30","5.680",1,0,0,0,0,0,0,0,0,"3"
53706,0,0,0,0,0,0,0,0,1,"6.571","18.5","22.10","4.663",0,0,0,0,0,0,0,1,0,"1"
53875,0,1,0,0,0,0,0,0,0,"0.754","11.083","4.20","2.890",0,0,0,0,0,0,0,1,0,"3"
53709,0,1,0,0,0,0,0,0,0,"16.266","13.483","72.90","5.063",0,0,0,0,1,0,0,0,0,"1"
53710,0,1,0,0,0,0,0,0,0,"0.965","4.367","17.30","3.135",0,0,1,0,0,0,0,0,0,"1"
53711,0,1,0,0,0,0,0,0,0,"7.594","25.983","17.80","4.691",0,0,1,0,0,0,0,0,0,"1"
53712,0,1,0,0,0,0,0,0,0,"0.936","2.183","31.70","3.091",0,0,0,0,0,1,0,0,0,"1"
53713,0,1,0,0,0,0,0,0,0,"5.203","31.467","10.00","4.234",0,0,0,0,0,0,0,1,0,"3"
53716,0,1,0,0,0,0,0,0,0,"13.837","15.4","54.40","4.997",1,0,0,0,0,0,0,0,0,"1"
53717,0,0,0,0,0,0,0,0,1,"10.807","38.333","17.50","4.143",0,1,0,0,0,0,0,0,0,"3"
53718,0,0,0,0,0,0,0,0,1,"0.314","8.767","5.00","2.773",0,1,0,0,0,0,0,0,0,"3"
53719,0,1,0,0,0,0,0,0,0,"3.072","6.783","28.00","3.784",0,0,0,0,0,0,0,1,0,"1"
53720,0,0,0,0,0,0,1,0,0,"7.133","12.9","34.00","4.754",0,0,0,0,0,0,0,0,1,"5"
58200,0,0,0,0,1,0,0,0,0,"2.249","12.633","11.40","2.773",0,0,1,0,0,0,0,0,0,"3"
53721,0,1,0,0,0,0,0,0,0,"16.692","69.417","14.50","5.545",0,0,0,1,0,0,0,0,0,"1"
53722,0,1,0,0,0,0,0,0,0,"1.860","4.65","24.60","3.497",0,0,0,1,0,0,0,0,0,"1"
53723,0,0,0,1,0,0,0,0,0,"5.137","133.433","2.40","4.575",0,0,0,0,0,0,1,0,0,"4"
53729,0,1,0,0,0,0,0,0,0,"9.465","15.867","36.90","4.963",0,0,0,0,0,0,0,1,0,"1"
53881,0,0,0,1,0,0,0,0,0,"3.258","14.95","15.00","4.094",0,0,0,1,0,0,0,0,0,"1"
53730,0,0,0,1,0,0,0,0,0,"4.807","42.1","7.10","4.477",0,0,0,0,0,0,1,0,0,"3"
53731,0,1,0,0,0,0,0,0,0,"5.744","16.133","22.10","4.575",0,0,0,0,0,0,0,1,0,"1"
53740,0,0,0,0,0,0,1,0,0,"9.697","18.65","31.50","4.927",0,0,0,0,0,0,1,0,0,"6"
53845,0,0,0,0,0,0,0,0,1,"1.212","5.817","13.50","3.091",0,0,0,0,0,0,0,0,1,"3"
53741,0,0,0,0,1,0,0,0,0,"16.634","31.5","33.40","5.394",0,0,1,0,0,0,0,0,0,"1"
53737,0,0,0,0,1,0,0,0,0,"24.651","26.917","55.50","5.638",0,0,1,0,0,0,0,0,0,"1"
53738,0,1,0,0,0,0,0,0,0,"8.288","3.917","129.00","4.654",0,0,0,0,0,0,0,1,0,"1"
53739,0,0,0,0,1,0,0,0,0,"1.605","9.667","10.50","3.526",0,0,0,0,0,0,0,1,0,"2"
58201,0,0,0,0,1,0,0,0,0,"2.083","11.733","11.80","2.708",0,0,0,0,0,0,1,0,0,"7"
53744,0,0,0,0,0,0,0,0,1,"11.222","25.683","37.90","4.625",0,0,0,1,0,0,0,0,0,"1"
53746,0,1,0,0,0,0,0,0,0,"4.024","27.067","9.80","4.454",0,0,0,0,0,0,0,1,0,"3"
53747,0,0,0,0,0,1,0,0,0,"1.962","17","7.30","2.890",0,0,0,0,0,0,1,0,0,"4"
53748,0,0,0,0,1,0,0,0,0,"10.585","35.317","18.10","4.875",0,0,0,0,0,0,1,0,0,"1"
56475,1,0,1,0,0,0,0,0,0,"11.577","42.233","16.80","3.332",0,0,1,0,0,0,0,0,0,"3"
53749,0,0,0,0,0,0,0,0,1,"6.227","25.95","14.30","4.796",0,0,0,0,0,0,1,0,0,"2"
53763,0,1,0,0,0,0,0,0,0,"6.167","35.283","10.50","3.932",1,0,0,0,0,0,0,0,0,"7"
53900,0,0,0,0,0,1,0,0,0,"2.354","11.333","12.70","3.807",0,0,0,0,0,0,1,0,0,"3"
53764,0,1,0,0,0,0,0,0,0,"4.220","15.033","18.90","4.500",0,0,0,0,0,1,0,0,0,"1"
53847,0,0,0,0,0,0,0,0,1,"0.852","11.25","5.20","3.045",0,0,0,0,0,0,0,1,0,"4"
54090,0,0,0,1,0,0,0,0,0,"1.110","3.033","24.90","3.091",0,0,0,0,0,0,0,1,0,"1"
53765,0,0,0,0,0,0,1,0,0,"7.539","20.717","22.00","4.927",0,0,1,0,0,0,0,0,0,"1"
53768,0,0,0,0,1,0,0,0,0,"16.696","33.617","30.00","3.989",0,0,0,0,0,0,1,0,0,"3"
53766,0,1,0,0,0,0,0,0,0,"17.959","24.3","81.60","5.663",0,0,0,0,0,0,0,0,1,"1"
53910,0,0,0,0,0,0,0,0,1,"2.121","5.7","23.80","3.664",1,0,0,0,0,0,0,0,0,"3"
53810,0,0,0,0,0,0,0,0,1,"16.258","46.2","21.20","4.331",0,0,0,0,0,0,0,1,0,"3"
53800,0,0,0,1,0,0,0,0,0,"2.562","12","14.70","3.714",0,0,0,0,0,0,1,0,0,"3"
56480,1,0,0,1,0,0,0,0,0,"3.131","31.75","12.10","3.664",0,0,0,1,0,0,0,0,0,"1"
53752,0,1,0,0,0,0,0,0,0,"12.552","16.033","48.70","4.977",0,0,0,0,0,0,0,0,1,"1"
53767,0,1,0,0,0,0,0,0,0,"10.164","52.183","11.90","5.142",0,0,0,0,0,0,0,1,0,"7"
53754,0,0,0,0,0,0,0,0,1,"2.737","8.417","20.10","3.871",0,0,0,0,0,0,1,0,0,"1"
53756,0,0,1,0,0,0,0,0,0,"4.602","15.2","18.10","4.575",1,0,0,0,0,0,0,0,0,"2"
53770,0,1,0,0,0,0,0,0,0,"8.418","18.183","27.90","4.779",0,0,0,0,0,0,0,1,0,"3"
53760,0,1,0,0,0,0,0,0,0,"2.480","8.25","18.60","3.738",0,0,0,0,0,0,0,1,0,"1"
53761,0,0,0,0,0,0,0,0,1,"1.833","32.9","3.60","3.689",0,0,0,0,0,0,0,1,0,"4"
53762,0,1,0,0,0,0,0,0,0,"0.703","9.9","4.50","2.890",1,0,0,0,0,0,0,0,0,"7"
54614,0,1,0,0,0,0,0,0,0,"4.067","24.833","10.70","3.526",0,0,0,0,0,1,0,0,0,"1"
53801,0,0,0,1,0,0,0,0,0,"1.503","6.05","17.70","3.497",0,0,0,0,0,0,1,0,0,"3"
53773,0,1,0,0,0,0,0,0,0,"16.155","28.933","33.70","5.226",0,0,1,0,0,0,0,0,0,"1"
53771,0,0,1,0,0,0,0,0,0,"13.363","19.933","44.20","5.170",0,0,0,0,0,0,0,1,0,"1"
53850,0,0,0,0,1,0,0,0,0,"4.460","34.717","7.90","4.443",0,0,0,0,0,1,0,0,0,"3"
53818,0,0,1,0,0,0,0,0,0,"7.484","26.567","17.60","4.890",0,1,0,0,0,0,0,0,0,"1"
53772,0,0,0,0,1,0,0,0,0,"5.653","28.017","12.30","4.691",0,0,0,0,0,0,1,0,0,"3"
53819,0,0,0,0,1,0,0,0,0,"23.875","42.883","33.80","4.575",0,0,0,0,0,0,1,0,0,"3"
53821,0,0,0,0,0,0,0,0,1,"4.128","27.567","9.40","3.497",0,0,0,0,0,0,0,1,0,"7"
56623,1,0,0,0,1,0,0,0,0,"2.013","11.967","10.40","3.045",0,0,0,1,0,0,0,0,0,"1"
53779,0,0,0,0,0,0,0,0,1,"33.978","59.033","34.70","5.894",1,0,0,0,0,0,0,0,0,"3"
53775,0,0,1,0,0,0,0,0,0,"24.517","51.767","29.50","5.694",0,0,0,0,0,0,1,0,0,"3"
53776,0,0,0,0,0,1,0,0,0,"0.729","14.783","3.30","2.890",0,0,0,1,0,0,0,0,0,"4"
53777,0,0,1,0,0,0,0,0,0,"0.652","5.367","8.20","2.773",0,0,0,0,0,0,0,1,0,"1"
53778,0,1,0,0,0,0,0,0,0,"0.712","44.217","1.00","2.485",0,1,0,0,0,0,0,0,0,"2"
53784,0,1,0,0,0,0,0,0,0,"7.329","18.783","23.90","4.836",0,0,0,0,0,0,0,1,0,"1"
53806,0,0,0,0,1,0,0,0,0,"3.838","17.483","14.40","4.277",0,0,0,0,0,1,0,0,0,"1"
53781,0,0,0,0,0,0,0,0,1,"20.524","78.817","15.70","5.342",1,0,0,0,0,0,0,0,0,"3"
53782,0,1,0,0,0,0,0,0,0,"0.659","9.183","4.60","2.773",1,0,0,0,0,0,0,0,0,"3"
53780,0,0,0,1,0,0,0,0,0,"25.045","44.033","34.40","5.916",0,0,0,0,0,0,1,0,0,"1"
53783,0,1,0,0,0,0,0,0,0,"8.877","19.783","29.40","4.970",0,0,0,0,0,0,0,1,0,"1"
53785,0,0,0,1,0,0,0,0,0,"1.222","2.7","28.20","3.135",0,0,0,0,0,0,1,0,0,"5"
53823,0,0,1,0,0,0,0,0,0,"2.045","5.85","20.30","3.689",0,0,0,1,0,0,0,0,0,"1"
53786,0,0,0,1,0,0,0,0,0,"4.593","24.9","11.00","4.331",0,0,0,0,0,0,1,0,0,"5"
53790,0,1,0,0,0,0,0,0,0,"12.021","57.9","57.90","4.736",0,0,0,1,0,0,0,0,0,"1"
57705,0,1,0,0,0,0,0,0,0,"0.193","9.867","3.60","2.485",0,0,0,0,0,0,0,1,0,"3"
53794,0,0,0,0,0,1,0,0,0,"11.539","37.3","18.70","5.247",0,0,0,0,1,0,0,0,0,"1"
53789,0,1,0,0,0,0,0,0,0,"29.189","44.467","39.70","5.858",0,0,0,0,0,0,1,0,0,"1"
53826,0,0,1,0,0,0,0,0,0,"6.130","32.117","11.40","3.296",0,0,0,0,0,0,0,0,1,"3"
53802,0,1,0,0,0,0,0,0,0,"5.706","39.95","8.70","4.710",1,0,0,0,0,0,0,0,0,"3"
53804,0,0,0,0,0,1,0,0,0,"24.864","18.183","83.20","5.434",0,0,0,0,0,1,0,0,0,"1"
53796,0,0,0,0,0,1,0,0,0,"19.933","20.617","58.80","5.283",0,0,0,0,0,0,1,0,0,"1"
53797,0,0,1,0,0,0,0,0,0,"1.345","10.15","7.60","3.332",0,0,0,0,0,1,0,0,0,"7"
53843,0,0,0,0,0,0,0,0,1,"3.570","16.533","13.00","4.290",0,0,0,0,0,0,0,1,0,"2"
53805,0,1,0,0,0,0,0,0,0,"16.332","31.5","31.10","5.485",0,1,0,0,0,0,0,0,0,"1"
53799,0,0,0,0,0,0,0,0,1,"13.846","36.167","23.30","5.407",0,0,0,0,0,0,0,1,0,"1"
53807,0,0,0,0,0,0,0,0,1,"12.887","38.817","20.00","5.380",0,0,0,1,0,0,0,0,0,"3"
53813,0,0,1,0,0,0,0,0,0,"17.822","25.95","41.70","5.298",0,0,0,0,0,0,0,1,0,"3"
53812,0,1,0,0,0,0,0,0,0,"19.527","31.1","38.00","5.485",0,0,0,0,0,0,0,1,0,"1"
53814,0,0,0,0,1,0,0,0,0,"4.807","14.767","20.10","4.344",0,0,0,0,0,0,1,0,0,"1"
53838,0,0,0,0,1,0,0,0,0,"7.520","11.683","40.80","4.644",0,0,0,0,0,0,1,0,0,"1"
53817,0,0,0,0,0,1,0,0,0,"1.555","16.633","5.90","2.639",0,1,0,0,0,0,0,0,0,"3"
55822,0,0,0,1,0,0,0,0,0,"0.628","2.767","14.10","2.773",0,1,0,0,0,0,0,0,0,"2"
53815,0,0,1,0,0,0,0,0,0,"1.476","6","16.20","3.401",1,0,0,0,0,0,0,0,0,"1"
53816,0,1,0,0,0,0,0,0,0,"6.709","26.017","15.40","4.673",0,0,0,0,0,1,0,0,0,"1"
53827,0,0,1,0,0,0,0,0,0,"26.279","23.3","68.70","5.521",0,0,0,0,0,0,0,1,0,"1"
53828,0,0,1,0,0,0,0,0,0,"5.246","27.05","12.40","4.060",0,0,0,1,0,0,0,0,0,"1"
53829,0,0,0,0,1,0,0,0,0,"7.176","47.233","12.40","4.317",0,0,0,1,0,0,0,0,0,"1"
53824,0,0,0,0,0,0,0,0,1,"22.767","40.8","33.60","5.740",0,0,0,0,0,0,0,0,1,"1"
53864,0,0,1,0,0,0,0,0,0,"2.075","38.05","3.40","3.807",0,1,0,0,0,0,0,0,0,"4"
53830,0,0,0,0,0,0,0,0,1,"11.978","42.5","16.90","5.529",0,0,0,0,0,0,0,1,0,"2"
53825,0,1,0,0,0,0,0,0,0,"19.634","114.867","10.30","5.153",0,0,0,0,0,0,1,0,0,"1"
53822,0,0,1,0,0,0,0,0,0,"4.627","18.017","15.60","4.382",0,0,0,1,0,0,0,0,0,"1"
53852,0,0,0,1,0,0,0,0,0,"14.175","25.65","33.40","5.293",0,0,0,0,0,0,1,0,0,"1"
53848,0,0,1,0,0,0,0,0,0,"5.815","28.1","13.00","4.654",0,0,0,0,0,1,0,0,0,"1"
53832,0,0,1,0,0,0,0,0,0,"6.645","19.017","22.00","4.615",0,0,0,0,0,1,0,0,0,"1"
53921,0,1,0,0,0,0,0,0,0,"0.925","1.633","36.40","2.708",0,0,0,0,0,0,0,1,0,"1"
54616,0,1,0,0,0,0,0,0,0,"1.151","19.083","5.00","2.565",0,0,1,0,0,0,0,0,0,"3"
53853,0,1,0,0,0,0,0,0,0,"2.091","33.95","4.10","3.850",0,0,0,0,0,0,0,1,0,"5"
53854,1,0,0,1,0,0,0,0,0,"3.465","25","9.00","4.304",0,0,0,0,0,0,0,1,0,"3"
53835,0,0,1,0,0,0,0,0,0,"2.695","21","8.70","4.025",0,0,0,0,0,0,0,1,0,"1"
53833,0,0,0,0,0,0,0,0,1,"9.041","25.517","21.60","5.030",0,0,0,0,0,0,0,1,0,"1"
53877,0,0,0,1,0,0,0,0,0,"3.956","25.05","10.20","4.382",0,0,0,0,0,0,0,1,0,"3"
53871,0,0,0,0,0,0,1,0,0,"6.768","39.033","10.40","4.836",0,0,0,0,0,0,1,0,0,"2"
53836,0,0,1,0,0,0,0,0,0,"9.886","21.133","30.90","4.745",0,0,0,0,0,0,0,1,0,"3"
53906,0,1,0,0,0,0,0,0,0,"2.174","16.433","7.60","3.761",1,0,0,0,0,0,0,0,0,"3"
53837,0,0,0,0,1,0,0,0,0,"8.318","32.633","15.50","3.611",0,0,0,0,0,0,1,0,0,"3"
53922,0,0,0,0,1,0,0,0,0,"0.777","9.383","5.10","2.890",0,0,0,0,0,0,0,1,0,"3"
53859,0,1,0,0,0,0,0,0,0,"22.239","62.433","23.60","5.278",1,0,0,0,0,0,0,0,0,"3"
53861,0,1,0,0,0,0,0,0,0,"10.160","22.217","28.70","4.700",0,0,0,0,0,0,0,0,1,"1"
53863,0,0,0,1,0,0,0,0,0,"0.953","16.167","4.30","2.944",0,0,0,0,0,0,1,0,0,"4"
53936,0,1,0,0,0,0,0,0,0,"2.268","17.283","10.00","4.060",1,0,0,0,0,0,0,0,0,"2"
53908,0,0,1,0,0,0,0,0,0,"2.436","21.033","7.10","3.045",0,0,0,1,0,0,0,0,0,"4"
53839,0,0,1,0,0,0,0,0,0,"26.509","31.3","51.30","5.743",0,0,0,0,0,0,0,1,0,"1"
53855,0,0,0,1,0,0,0,0,0,"20.648","45.583","27.60","5.707",0,0,1,0,0,0,0,0,0,"1"
53840,0,1,0,0,0,0,0,0,0,"7.417","43.617","11.30","4.984",0,0,0,0,0,0,0,0,1,"1"
59944,0,0,1,0,0,0,0,0,0,"0.730","22.417","3.10","3.296",0,0,0,1,0,0,0,0,0,"4"
53890,0,0,0,1,0,0,0,0,0,"6.647","19.05","21.30","4.754",0,0,0,0,0,0,0,1,0,"3"
53958,0,0,0,0,0,0,0,0,1,"3.234","13.983","14.50","4.205",0,0,0,0,0,0,0,1,0,"2"
53869,0,1,0,0,0,0,0,0,0,"7.673","35.1","13.30","4.890",1,0,0,0,0,0,0,0,0,"7"
53872,0,0,0,0,0,0,0,0,1,"7.383","64.05","7.00","3.332",0,0,0,0,0,0,0,1,0,"3"
53879,0,0,0,0,0,0,0,0,1,"25.962","49.65","31.70","5.765",0,0,0,0,0,0,0,1,0,"1"
53856,0,0,1,0,0,0,0,0,0,"22.668","27.183","50.10","5.460",0,0,0,0,0,0,0,1,0,"1"
53857,0,1,0,0,0,0,0,0,0,"0.525","22.433","1.80","2.565",0,0,1,0,0,0,0,0,0,"4"
53935,0,1,0,0,0,0,0,0,0,"0.433","12.783","3.20","2.708",0,0,0,0,0,0,0,1,0,"3"
53865,0,0,1,0,0,0,0,0,0,"26.181","28.733","54.00","5.489",0,0,0,0,0,0,0,1,0,"1"
53866,0,0,0,1,0,0,0,0,0,"0.819","10.167","6.10","2.944",0,0,0,0,0,1,0,0,0,"1"
53891,0,0,0,0,0,0,0,0,1,"7.470","13.05","35.30","4.718",0,0,0,0,0,0,0,1,0,"1"
57429,0,0,1,0,0,0,0,0,0,"1.729","5.317","22.40","3.258",0,0,0,1,0,0,0,0,0,"1"
53884,0,0,0,0,0,0,0,0,1,"11.051","39.767","16.90","5.242",0,0,0,0,0,0,0,1,0,"1"
53867,0,0,1,0,0,0,0,0,0,"8.956","35.333","15.50","5.187",1,0,0,0,0,0,0,0,0,"2"
53885,0,0,0,0,1,0,0,0,0,"5.802","32.75","11.00","4.745",0,0,0,0,0,0,1,0,0,"2"
53886,0,0,0,1,0,0,0,0,0,"12.853","49.983","15.60","4.984",1,0,0,0,0,0,0,0,0,"3"
53889,0,1,0,0,0,0,0,0,0,"14.381","47.55","18.40","4.635",0,0,0,0,0,0,0,1,0,"3"
53882,0,0,0,0,0,1,0,0,0,"34.106","34.983","58.50","5.849",0,0,0,0,0,0,1,0,0,"1"
53995,0,0,0,1,0,0,0,0,0,"2.899","34.417","5.30","3.871",0,0,0,0,0,0,0,1,0,"4"
53904,0,0,0,0,0,0,0,0,1,"7.129","50.783","8.60","4.875",0,0,0,0,0,0,0,1,0,"3"
53896,0,0,1,0,0,0,0,0,0,"7.307","10.65","43.20","4.431",0,0,1,0,0,0,0,0,0,"1"
53905,0,0,1,0,0,0,0,0,0,"2.573","2.567","61.70","2.303",0,0,0,1,0,0,0,0,0,"1"
53901,0,0,0,1,0,0,0,0,0,"14.895","31.467","28.70","5.421",0,0,0,0,0,1,0,0,0,"1"
53893,0,0,1,0,0,0,0,0,0,"12.192","35.383","21.40","5.226",0,0,0,0,0,1,0,0,0,"1"
53894,0,0,1,0,0,0,0,0,0,"7.190","28.917","15.70","3.178",0,0,0,0,0,0,0,0,1,"3"
53887,0,0,0,1,0,0,0,0,0,"13.553","43.15","19.10","5.438",0,0,0,0,0,1,0,0,0,"1"
53888,0,1,0,0,0,0,0,0,0,"0.348","6.467","4.90","2.565",0,0,0,0,0,0,0,1,0,"3"
56903,1,0,0,0,0,0,1,0,0,"7.794","29.767","16.40","2.996",0,0,0,0,0,0,1,0,0,"3"
53895,0,0,1,0,0,0,0,0,0,"0.562","2.917","14.40","2.639",0,0,0,0,1,0,0,0,0,"1"
53897,0,0,0,1,0,0,0,0,0,"0.643","8.883","4.70","2.708",0,0,0,0,0,1,0,0,0,"4"
53914,0,0,1,0,0,0,0,0,0,"7.251","24.617","19.10","4.727",0,0,0,0,0,0,0,1,0,"1"
53902,0,0,0,1,0,0,0,0,0,"3.975","5.7","43.30","4.043",0,0,0,0,0,1,0,0,0,"1"
53925,0,0,1,0,0,0,0,0,0,"1.397","8.767","10.80","3.526",0,0,0,0,0,0,0,1,0,"2"
53915,0,0,0,1,0,0,0,0,0,"5.030","20.75","15.40","4.533",0,0,0,0,0,1,0,0,0,"1"
53916,0,0,1,0,0,0,0,0,0,"8.001","23.733","20.30","4.828",0,0,0,0,0,0,0,1,0,"1"
53928,0,0,0,1,0,0,0,0,0,"3.670","39.65","17.60","3.738",0,0,0,1,0,0,0,0,0,"1"
53917,0,0,0,1,0,0,0,0,0,"3.391","22.083","9.40","4.143",0,0,0,0,1,0,0,0,0,"1"
53919,0,1,0,0,0,0,0,0,0,"10.106","44.667","13.80","5.283",0,0,0,0,0,0,0,1,0,"2"
54166,0,0,0,0,0,0,1,0,0,"0.993","10.683","22.10","3.091",0,0,0,0,0,0,1,0,0,"1"
53924,0,0,1,0,0,0,0,0,0,"3.307","21.633","9.70","4.220",0,0,0,0,0,0,0,1,0,"2"
53918,0,0,0,1,0,0,0,0,0,"6.060","73.733","5.10","4.762",0,0,0,0,0,0,1,0,0,"3"
53903,0,0,1,0,0,0,0,0,0,"7.705","19.25","24.20","4.852",0,0,0,0,0,1,0,0,0,"1"
53920,0,1,0,0,0,0,0,0,0,"5.261","29.433","10.40","3.892",0,0,0,0,0,0,0,1,0,"3"
54215,0,0,0,0,1,0,0,0,0,"1.470","8.183","15.00","3.714",0,0,0,0,0,0,1,0,0,"1"
53923,0,0,0,1,0,0,0,0,0,"13.516","51.717","15.70","4.344",0,0,0,0,0,0,0,1,0,"3"
53909,0,0,1,0,0,0,0,0,0,"5.875","35.417","10.10","4.718",0,0,0,0,0,0,1,0,0,"3"
53929,0,0,0,1,0,0,0,0,0,"10.144","17.867","34.30","4.898",0,0,0,0,0,0,0,1,0,"1"
53926,0,0,1,0,0,0,0,0,0,"6.296","17.967","43.20","3.611",0,0,0,1,0,0,0,0,0,"1"
53927,0,0,1,0,0,0,0,0,0,"2.660","17.967","18.10","2.890",0,0,0,1,0,0,0,0,0,"1"
53931,0,0,1,0,0,0,0,0,0,"3.261","8.833","29.90","4.190",0,1,0,0,0,0,0,0,0,"1"
53912,0,0,1,0,0,0,0,0,0,"3.527","12.367","18.20","4.220",1,0,0,0,0,0,0,0,0,"1"
53959,0,1,0,0,0,0,0,0,0,"4.971","14.433","21.80","4.304",0,0,0,0,0,0,0,1,0,"1"
53913,0,0,1,0,0,0,0,0,0,"0.480","2.5","45.40","3.401",0,0,0,0,0,0,0,1,0,"1"
53964,0,0,1,0,0,0,0,0,0,"2.846","20.417","8.60","3.091",0,0,0,0,0,0,1,0,0,"3"
54125,0,1,0,0,0,0,0,0,0,"2.720","10.933","15.90","4.043",0,0,0,0,0,0,0,1,0,"2"
53932,0,0,1,0,0,0,0,0,0,"10.103","15.867","38.50","4.787",0,0,0,0,0,0,0,1,0,"5"
53933,0,0,0,1,0,0,0,0,0,"0.405","9.583","3.50","2.565",0,0,0,0,0,1,0,0,0,"3"
53940,0,0,0,1,0,0,0,0,0,"14.640","40.6","22.00","5.407",0,0,0,0,0,0,1,0,0,"1"
53934,0,1,0,0,0,0,0,0,0,"12.622","50.6","15.20","3.871",0,0,0,0,0,0,0,1,0,"3"
53943,0,1,0,0,0,0,0,0,0,"15.443","39.85","37.60","4.905",0,0,0,1,0,0,0,0,0,"1"
53938,0,0,0,0,0,0,0,0,1,"22.030","30.683","43.40","5.505",0,0,0,0,0,0,0,1,0,"1"
53941,0,0,0,0,0,0,0,0,1,"38.016","61.2","37.50","6.071",0,0,0,0,0,0,0,1,0,"1"
53939,0,0,1,0,0,0,0,0,0,"4.636","19.533","14.40","4.394",0,1,0,0,0,0,0,0,0,"1"
53942,0,0,0,1,0,0,0,0,0,"4.540","11.617","23.50","4.382",0,0,0,0,0,1,0,0,0,"1"
54216,0,0,0,1,0,0,0,0,0,"1.018","14.233","4.60","2.639",0,0,1,0,0,0,0,0,0,"3"
53944,0,0,0,1,0,0,0,0,0,"1.143","10.783","6.60","3.258",0,0,0,0,0,1,0,0,0,"4"
53987,0,0,0,0,1,0,0,0,0,"3.307","8.15","25.20","4.043",0,0,0,0,0,0,0,1,0,"1"
53946,0,0,1,0,0,0,0,0,0,"17.253","32.567","33.00","5.421",0,0,0,0,0,0,1,0,0,"3"
54000,0,0,0,0,1,0,0,0,0,"1.812","6.95","16.30","3.664",0,0,0,0,0,0,1,0,0,"2"
53948,0,0,1,0,0,0,0,0,0,"11.022","30.383","22.10","5.069",1,0,0,0,0,0,0,0,0,"1"
53951,0,1,0,0,0,0,0,0,0,"4.907","9.2","28.20","3.664",0,0,0,1,0,0,0,0,0,"1"
53952,0,0,0,1,0,0,0,0,0,"35.266","39.2","83.70","6.047",0,0,0,0,1,0,0,0,0,"1"
53960,0,0,0,1,0,0,0,0,0,"11.008","32.9","20.20","4.942",0,0,0,0,0,0,1,0,0,"1"
53961,0,0,1,0,0,0,0,0,0,"1.601","10.117","10.30","3.296",1,0,0,0,0,0,0,0,0,"3"
53962,0,0,1,0,0,0,0,0,0,"1.536","3.633","27.30","2.773",0,0,0,1,0,0,0,0,0,"1"
53945,0,0,0,1,0,0,0,0,0,"22.536","48.667","28.20","5.690",0,0,0,0,0,0,1,0,0,"5"
53953,0,0,0,1,0,0,0,0,0,"4.560","22.417","17.40","3.892",0,0,0,1,0,0,0,0,0,"1"
53949,0,0,0,1,0,0,0,0,0,"5.861","28.533","12.60","4.779",0,0,0,0,0,0,1,0,0,"2"
53950,0,0,0,1,0,0,0,0,0,"0.435","7.333","5.30","2.708",0,1,0,0,0,0,0,0,0,"4"
54217,1,0,0,1,0,0,0,0,0,"0.511","8.883","4.10","2.639",0,0,0,0,0,1,0,0,0,"4"
53956,0,0,0,1,0,0,0,0,0,"3.626","30.817","7.40","4.205",0,0,0,0,0,0,0,1,0,"1"
53963,0,0,0,0,1,0,0,0,0,"3.220","14.067","14.30","4.127",0,0,0,0,0,1,0,0,0,"3"
53969,0,1,0,0,0,0,0,0,0,"4.427","15.317","17.30","4.407",0,0,0,0,1,0,0,0,0,"1"
